date,region,person,goods,units,amount,value
24 Jun 13,south,sue,servers,10,2428,24280
24 Jun 13,midwest,bill,tablets,1,598,598
24 Jun 13,east,jackie,laptops,1,418,418
24 Jun 13,midwest,sam,tablets,1,542,542
24 Jun 13,east,joe,desktops,1,396,396
24 Jun 13,west,roger,desktops,4,785,3140
24 Jun 13,south,debs,desktops,1,460,460
24 Jun 13,midwest,sam,tablets,1,202,202
24 Jun 13,west,jack,laptops,1,396,396
24 Jun 13,south,jim,laptops,2,875,1750
24 Jun 13,west,roger,laptops,1,545,545
24 Jun 13,midwest,john,tablets,2,914,1828
24 Jun 13,west,roger,software,1,314,314
24 Jun 13,west,roger,laptops,10,591,5910
24 Jun 13,south,leon,laptops,1,463,463
24 Jun 13,west,kevin,desktops,4,575,2300
24 Jun 13,east,andy,tablets,1,606,606
24 Jun 13,west,rachel,software,1,211,211
24 Jun 13,midwest,john,tablets,1,317,317
24 Jun 13,south,sue,laptops,1,823,823
24 Jun 13,east,kate,tablets,10,98,980
24 Jun 13,east,joe,laptops,4,978,3912
25 Jun 13,midwest,charles,desktops,1,338,338
25 Jun 13,midwest,sam,laptops,2,805,1610
25 Jun 13,east,joe,software,10,376,3760
25 Jun 13,east,kate,laptops,2,946,1892
25 Jun 13,west,kevin,laptops,2,656,1312
25 Jun 13,midwest,bill,laptops,1,594,594
25 Jun 13,east,allie,desktops,1,458,458
25 Jun 13,south,jim,tablets,1,434,434
25 Jun 13,east,allie,laptops,2,933,1866
25 Jun 13,midwest,bill,desktops,4,523,2092
25 Jun 13,west,kevin,tablets,1,445,445
25 Jun 13,west,kevin,software,10,127,1270
25 Jun 13,midwest,charles,laptops,4,338,1352
25 Jun 13,west,kevin,desktops,10,702,7020
25 Jun 13,west,lyn,desktops,1,269,269
25 Jun 13,west,kevin,software,1,321,321
25 Jun 13,west,lyn,software,1,328,328
25 Jun 13,west,jack,servers,2,1932,3864
25 Jun 13,midwest,charles,laptops,2,424,848
25 Jun 13,midwest,charles,software,1,106,106
25 Jun 13,west,rachel,tablets,1,34,34
25 Jun 13,west,mandy,software,1,379,379
25 Jun 13,south,sue,servers,2,1982,3964
26 Jun 13,west,lyn,tablets,10,56,560
26 Jun 13,midwest,john,software,1,379,379
26 Jun 13,midwest,bob,tablets,1,384,384
26 Jun 13,west,kevin,software,1,193,193
26 Jun 13,west,kevin,tablets,1,121,121
26 Jun 13,west,mandy,tablets,1,816,816
26 Jun 13,south,leon,software,1,447,447
26 Jun 13,east,joe,laptops,1,501,501
26 Jun 13,east,dan,tablets,10,63,630
26 Jun 13,mountain,frederic,tablets,1,63,63
26 Jun 13,west,kevin,laptops,2,838,1676
26 Jun 13,mountain,james,laptops,1,953,953
26 Jun 13,east,joe,desktops,10,241,2410
26 Jun 13,mountain,william,tablets,4,767,3068
26 Jun 13,midwest,sam,servers,2,2535,5070
26 Jun 13,midwest,charles,tablets,2,115,230
26 Jun 13,mountain,james,tablets,2,302,604
26 Jun 13,midwest,bob,tablets,2,985,1970
26 Jun 13,west,lyn,laptops,10,326,3260
26 Jun 13,south,sue,desktops,2,221,442
26 Jun 13,east,joe,desktops,1,668,668
26 Jun 13,west,jack,software,10,346,3460
26 Jun 13,south,fred,tablets,1,972,972
27 Jun 13,west,jack,laptops,1,612,612
27 Jun 13,midwest,bob,software,1,227,227
27 Jun 13,south,jim,laptops,1,956,956
27 Jun 13,south,fred,tablets,1,362,362
27 Jun 13,east,kate,tablets,4,797,3188
27 Jun 13,midwest,bill,software,1,307,307
27 Jun 13,east,kate,tablets,1,833,833
27 Jun 13,south,harry,tablets,2,197,394
27 Jun 13,west,mandy,tablets,1,475,475
27 Jun 13,east,kate,software,1,316,316
27 Jun 13,south,jim,tablets,1,220,220
27 Jun 13,west,kevin,desktops,2,633,1266
27 Jun 13,mountain,claire,tablets,1,110,110
27 Jun 13,south,harry,laptops,2,633,1266
27 Jun 13,west,rachel,tablets,2,569,1138
27 Jun 13,midwest,charles,laptops,1,436,436
27 Jun 13,west,jack,desktops,1,737,737
27 Jun 13,mountain,james,laptops,10,587,5870
27 Jun 13,mountain,claire,desktops,1,276,276
27 Jun 13,midwest,bob,servers,1,1135,1135
27 Jun 13,south,harry,laptops,1,612,612
27 Jun 13,east,joe,tablets,1,862,862
27 Jun 13,west,lyn,tablets,1,976,976
28 Jun 13,midwest,bill,tablets,1,383,383
28 Jun 13,east,dan,servers,2,2817,5634
28 Jun 13,mountain,william,tablets,1,564,564
28 Jun 13,midwest,john,laptops,10,883,8830
28 Jun 13,west,rachel,tablets,2,738,1476
28 Jun 13,east,kate,tablets,1,603,603
28 Jun 13,west,jack,tablets,1,427,427
28 Jun 13,east,dan,desktops,4,238,952
28 Jun 13,mountain,frederic,tablets,1,620,620
28 Jun 13,midwest,bob,tablets,1,519,519
28 Jun 13,west,roger,software,1,500,500
28 Jun 13,midwest,bob,tablets,1,348,348
28 Jun 13,west,kevin,servers,10,1514,15140
28 Jun 13,west,rachel,tablets,1,289,289
28 Jun 13,west,rachel,tablets,1,967,967
28 Jun 13,midwest,bill,tablets,1,239,239
28 Jun 13,midwest,charles,laptops,1,428,428
28 Jun 13,east,allie,laptops,1,853,853
28 Jun 13,west,lyn,tablets,1,795,795
28 Jun 13,south,harry,software,2,255,510
28 Jun 13,east,jackie,tablets,2,921,1842
28 Jun 13,east,jackie,desktops,1,342,342
28 Jun 13,east,andy,desktops,2,345,690
29 Jun 13,west,lyn,laptops,4,604,2416
29 Jun 13,east,dan,software,2,201,402
29 Jun 13,east,dan,laptops,4,893,3572
29 Jun 13,west,roger,software,4,270,1080
29 Jun 13,midwest,charles,laptops,2,361,722
29 Jun 13,mountain,claire,desktops,10,631,6310
29 Jun 13,midwest,charles,servers,1,2762,2762
29 Jun 13,south,leon,software,1,106,106
29 Jun 13,south,sue,tablets,1,488,488
29 Jun 13,east,kate,desktops,2,317,634
29 Jun 13,west,lyn,tablets,10,309,3090
29 Jun 13,south,debs,software,1,490,490
29 Jun 13,west,jack,tablets,4,970,3880
29 Jun 13,west,roger,laptops,1,311,311
29 Jun 13,mountain,william,software,1,219,219
29 Jun 13,midwest,bob,tablets,4,25,100
29 Jun 13,east,andy,tablets,1,915,915
29 Jun 13,south,sue,software,1,246,246
29 Jun 13,mountain,frederic,tablets,1,967,967
29 Jun 13,south,jim,laptops,1,626,626
29 Jun 13,south,jim,laptops,4,942,3768
29 Jun 13,west,rachel,tablets,1,845,845
29 Jun 13,east,allie,software,2,228,456
30 Jun 13,south,debs,desktops,2,337,674
30 Jun 13,south,sue,tablets,10,925,9250
30 Jun 13,mountain,claire,laptops,1,974,974
30 Jun 13,south,debs,software,10,126,1260
30 Jun 13,west,rachel,tablets,1,744,744
30 Jun 13,west,mandy,tablets,1,859,859
30 Jun 13,south,leon,laptops,2,932,1864
30 Jun 13,west,lyn,servers,2,1141,2282
30 Jun 13,midwest,john,tablets,1,771,771
30 Jun 13,west,rachel,tablets,1,37,37
30 Jun 13,west,rachel,laptops,1,635,635
30 Jun 13,east,andy,software,10,112,1120
30 Jun 13,mountain,william,tablets,1,474,474
30 Jun 13,west,jack,tablets,1,428,428
30 Jun 13,mountain,james,desktops,1,734,734
30 Jun 13,south,sue,laptops,1,445,445
30 Jun 13,south,jim,laptops,1,380,380
30 Jun 13,west,rachel,tablets,2,170,340
30 Jun 13,east,allie,servers,2,1178,2356
30 Jun 13,east,dan,desktops,1,709,709
30 Jun 13,south,debs,laptops,1,908,908
30 Jun 13,west,rachel,laptops,2,952,1904
30 Jun 13,west,kevin,desktops,2,655,1310
01 Jul 13,west,lyn,laptops,1,965,965
01 Jul 13,west,rachel,desktops,1,622,622
01 Jul 13,south,harry,tablets,1,767,767
01 Jul 13,east,dan,tablets,1,973,973
01 Jul 13,midwest,charles,desktops,1,563,563
01 Jul 13,mountain,james,software,1,472,472
01 Jul 13,west,kevin,laptops,1,980,980
01 Jul 13,west,lyn,laptops,2,529,1058
01 Jul 13,east,andy,desktops,2,473,946
01 Jul 13,east,kate,desktops,1,392,392
01 Jul 13,midwest,bill,tablets,2,96,192
01 Jul 13,mountain,claire,tablets,1,794,794
01 Jul 13,mountain,claire,servers,1,2838,2838
01 Jul 13,west,rachel,tablets,4,220,880
01 Jul 13,mountain,james,laptops,10,562,5620
01 Jul 13,south,jim,tablets,2,56,112
01 Jul 13,south,fred,tablets,1,78,78
01 Jul 13,west,roger,software,10,104,1040
01 Jul 13,west,jack,software,4,365,1460
01 Jul 13,east,joe,software,4,181,724
01 Jul 13,west,kevin,desktops,2,768,1536
01 Jul 13,west,rachel,software,2,334,668
01 Jul 13,midwest,bill,laptops,1,511,511
02 Jul 13,south,harry,laptops,1,475,475
02 Jul 13,east,andy,servers,2,2984,5968
02 Jul 13,east,joe,servers,1,2787,2787
02 Jul 13,west,lyn,software,2,183,366
02 Jul 13,south,harry,laptops,1,581,581
02 Jul 13,south,jim,tablets,10,507,5070
02 Jul 13,midwest,sam,tablets,1,853,853
02 Jul 13,west,jack,laptops,1,914,914
02 Jul 13,midwest,bob,tablets,1,859,859
02 Jul 13,south,harry,laptops,4,507,2028
02 Jul 13,west,roger,laptops,2,450,900
02 Jul 13,midwest,charles,software,1,384,384
02 Jul 13,east,joe,servers,1,1852,1852
02 Jul 13,east,kate,software,1,349,349
02 Jul 13,west,kevin,tablets,1,350,350
02 Jul 13,west,mandy,laptops,1,385,385
02 Jul 13,west,lyn,software,10,110,1100
02 Jul 13,south,fred,tablets,4,527,2108
02 Jul 13,west,kevin,desktops,1,493,493
02 Jul 13,midwest,charles,laptops,1,844,844
02 Jul 13,west,roger,tablets,1,132,132
02 Jul 13,west,mandy,laptops,1,414,414
02 Jul 13,west,lyn,tablets,1,582,582
03 Jul 13,east,joe,desktops,1,469,469
03 Jul 13,mountain,frederic,laptops,2,373,746
03 Jul 13,east,dan,laptops,1,929,929
03 Jul 13,south,harry,software,1,202,202
03 Jul 13,east,kate,desktops,2,667,1334
03 Jul 13,east,jackie,tablets,1,22,22
03 Jul 13,south,sue,tablets,4,70,280
03 Jul 13,west,lyn,desktops,10,472,4720
03 Jul 13,west,lyn,laptops,10,483,4830
03 Jul 13,south,sue,tablets,1,478,478
03 Jul 13,east,jackie,tablets,1,426,426
03 Jul 13,midwest,sam,tablets,10,966,9660
03 Jul 13,east,dan,desktops,1,670,670
03 Jul 13,midwest,john,desktops,1,611,611
03 Jul 13,east,joe,tablets,2,838,1676
03 Jul 13,west,mandy,tablets,1,128,128
03 Jul 13,west,kevin,tablets,2,752,1504
03 Jul 13,east,andy,laptops,1,361,361
03 Jul 13,mountain,claire,desktops,10,798,7980
03 Jul 13,west,roger,tablets,4,698,2792
03 Jul 13,west,kevin,software,2,105,210
03 Jul 13,west,rachel,laptops,1,892,892
03 Jul 13,south,sue,servers,1,1447,1447
04 Jul 13,south,jim,desktops,2,699,1398
04 Jul 13,midwest,charles,tablets,1,303,303
04 Jul 13,west,lyn,laptops,1,966,966
04 Jul 13,south,debs,desktops,1,296,296
04 Jul 13,east,jackie,tablets,10,943,9430
04 Jul 13,east,dan,tablets,10,861,8610
04 Jul 13,south,jim,tablets,1,737,737
04 Jul 13,east,allie,tablets,1,503,503
04 Jul 13,south,leon,laptops,1,342,342
04 Jul 13,midwest,john,desktops,10,659,6590
04 Jul 13,midwest,sam,tablets,1,880,880
04 Jul 13,east,andy,laptops,1,649,649
04 Jul 13,east,dan,desktops,1,275,275
04 Jul 13,west,jack,desktops,1,202,202
04 Jul 13,west,rachel,tablets,2,984,1968
04 Jul 13,south,fred,tablets,10,202,2020
04 Jul 13,east,jackie,tablets,1,691,691
04 Jul 13,south,debs,laptops,2,600,1200
04 Jul 13,east,joe,laptops,1,335,335
04 Jul 13,west,lyn,tablets,1,582,582
04 Jul 13,west,jack,software,2,314,628
04 Jul 13,mountain,william,tablets,1,571,571
04 Jul 13,west,jack,laptops,2,781,1562
05 Jul 13,east,kate,desktops,1,565,565
05 Jul 13,south,fred,tablets,10,776,7760
05 Jul 13,west,mandy,desktops,4,438,1752
05 Jul 13,south,sue,laptops,1,988,988
05 Jul 13,east,andy,laptops,1,605,605
05 Jul 13,south,debs,tablets,10,178,1780
05 Jul 13,east,kate,servers,4,1694,6776
05 Jul 13,midwest,charles,servers,2,1645,3290
05 Jul 13,west,jack,tablets,1,254,254
05 Jul 13,west,mandy,software,1,415,415
05 Jul 13,south,harry,laptops,1,975,975
05 Jul 13,west,mandy,software,1,283,283
05 Jul 13,west,rachel,laptops,2,603,1206
05 Jul 13,east,kate,laptops,2,421,842
05 Jul 13,midwest,charles,laptops,1,644,644
05 Jul 13,west,roger,software,1,335,335
05 Jul 13,east,kate,tablets,1,462,462
05 Jul 13,west,lyn,tablets,2,414,828
05 Jul 13,east,joe,servers,4,1815,7260
05 Jul 13,midwest,charles,desktops,2,236,472
05 Jul 13,midwest,bob,tablets,1,753,753
05 Jul 13,south,fred,tablets,1,480,480
05 Jul 13,west,roger,tablets,1,907,907
06 Jul 13,east,kate,laptops,2,680,1360
06 Jul 13,west,jack,laptops,2,335,670
06 Jul 13,west,mandy,laptops,2,448,896
06 Jul 13,south,fred,desktops,1,618,618
06 Jul 13,midwest,charles,software,4,196,784
06 Jul 13,mountain,claire,tablets,1,914,914
06 Jul 13,west,kevin,software,1,334,334
06 Jul 13,south,leon,desktops,10,284,2840
06 Jul 13,mountain,claire,laptops,2,961,1922
06 Jul 13,east,kate,servers,1,2193,2193
06 Jul 13,midwest,charles,tablets,1,410,410
06 Jul 13,east,jackie,laptops,1,915,915
06 Jul 13,west,roger,laptops,1,686,686
06 Jul 13,east,dan,tablets,2,286,572
06 Jul 13,south,jim,tablets,1,880,880
06 Jul 13,south,harry,laptops,2,615,1230
06 Jul 13,midwest,sam,desktops,1,568,568
06 Jul 13,south,sue,desktops,1,722,722
06 Jul 13,south,jim,desktops,10,264,2640
06 Jul 13,east,kate,tablets,1,639,639
06 Jul 13,east,allie,laptops,1,394,394
06 Jul 13,east,joe,laptops,2,526,1052
06 Jul 13,west,jack,software,1,307,307
07 Jul 13,west,lyn,tablets,1,735,735
07 Jul 13,mountain,james,laptops,1,395,395
07 Jul 13,midwest,charles,tablets,1,664,664
07 Jul 13,south,debs,desktops,1,251,251
07 Jul 13,midwest,charles,laptops,1,336,336
07 Jul 13,east,kate,servers,2,1455,2910
07 Jul 13,south,debs,software,1,354,354
07 Jul 13,midwest,sam,servers,1,2768,2768
07 Jul 13,south,jim,laptops,4,502,2008
07 Jul 13,midwest,charles,tablets,2,367,734
07 Jul 13,mountain,frederic,laptops,2,336,672
07 Jul 13,west,kevin,tablets,1,962,962
07 Jul 13,midwest,bob,tablets,1,722,722
07 Jul 13,west,lyn,desktops,1,510,510
07 Jul 13,west,lyn,software,1,142,142
07 Jul 13,south,leon,software,10,498,4980
07 Jul 13,east,joe,laptops,4,908,3632
07 Jul 13,east,allie,laptops,1,318,318
07 Jul 13,east,kate,software,1,346,346
07 Jul 13,west,jack,desktops,1,579,579
07 Jul 13,midwest,charles,laptops,1,850,850
07 Jul 13,midwest,sam,desktops,10,355,3550
07 Jul 13,east,allie,servers,1,2267,2267
08 Jul 13,west,roger,desktops,1,772,772
08 Jul 13,midwest,bob,desktops,1,718,718
08 Jul 13,west,roger,software,1,212,212
08 Jul 13,west,rachel,tablets,1,838,838
08 Jul 13,mountain,claire,laptops,4,991,3964
08 Jul 13,east,allie,laptops,2,632,1264
08 Jul 13,midwest,charles,tablets,10,757,7570
08 Jul 13,west,lyn,laptops,1,981,981
08 Jul 13,south,sue,laptops,1,872,872
08 Jul 13,east,dan,software,1,116,116
08 Jul 13,east,joe,tablets,2,303,606
08 Jul 13,east,andy,tablets,1,832,832
08 Jul 13,midwest,charles,laptops,2,494,988
08 Jul 13,east,dan,software,1,340,340
08 Jul 13,west,mandy,tablets,4,73,292
08 Jul 13,west,jack,servers,2,2993,5986
08 Jul 13,south,sue,laptops,10,774,7740
08 Jul 13,west,mandy,tablets,1,309,309
08 Jul 13,east,allie,servers,1,1060,1060
08 Jul 13,midwest,sam,software,1,165,165
08 Jul 13,south,leon,tablets,2,51,102
08 Jul 13,east,dan,laptops,1,829,829
08 Jul 13,west,rachel,laptops,1,487,487
09 Jul 13,west,mandy,laptops,2,745,1490
09 Jul 13,west,jack,tablets,1,715,715
09 Jul 13,west,jack,laptops,1,539,539
09 Jul 13,mountain,claire,software,1,251,251
09 Jul 13,mountain,frederic,software,4,364,1456
09 Jul 13,south,harry,software,1,113,113
09 Jul 13,west,mandy,laptops,4,999,3996
09 Jul 13,east,kate,desktops,1,714,714
09 Jul 13,west,roger,tablets,4,228,912
09 Jul 13,west,jack,desktops,4,754,3016
09 Jul 13,south,fred,desktops,1,446,446
09 Jul 13,west,kevin,tablets,1,654,654
09 Jul 13,west,roger,tablets,10,995,9950
09 Jul 13,south,debs,laptops,1,534,534
09 Jul 13,mountain,claire,tablets,1,496,496
09 Jul 13,west,lyn,desktops,2,444,888
09 Jul 13,midwest,john,laptops,1,978,978
09 Jul 13,midwest,bob,tablets,4,318,1272
09 Jul 13,east,dan,desktops,1,248,248
09 Jul 13,east,andy,tablets,1,618,618
09 Jul 13,south,harry,desktops,2,448,896
09 Jul 13,midwest,charles,desktops,1,270,270
09 Jul 13,east,dan,software,1,375,375
10 Jul 13,east,jackie,tablets,1,871,871
10 Jul 13,west,rachel,software,2,391,782
10 Jul 13,east,dan,laptops,2,474,948
10 Jul 13,east,andy,software,1,109,109
10 Jul 13,midwest,bob,software,1,404,404
10 Jul 13,west,kevin,desktops,2,403,806
10 Jul 13,east,andy,desktops,1,286,286
10 Jul 13,east,jackie,desktops,1,642,642
10 Jul 13,west,roger,laptops,1,864,864
10 Jul 13,east,allie,servers,1,1432,1432
10 Jul 13,west,lyn,desktops,4,505,2020
10 Jul 13,south,sue,laptops,1,548,548
10 Jul 13,west,kevin,desktops,1,636,636
10 Jul 13,midwest,john,software,1,142,142
10 Jul 13,south,debs,tablets,2,973,1946
10 Jul 13,east,allie,tablets,2,115,230
10 Jul 13,south,debs,tablets,10,58,580
10 Jul 13,east,jackie,servers,10,2385,23850
10 Jul 13,west,lyn,laptops,4,838,3352
10 Jul 13,east,dan,software,1,232,232
10 Jul 13,midwest,sam,tablets,1,745,745
10 Jul 13,south,jim,tablets,10,897,8970
10 Jul 13,south,jim,software,2,251,502
11 Jul 13,west,roger,tablets,1,981,981
11 Jul 13,west,lyn,tablets,1,59,59
11 Jul 13,east,andy,tablets,1,768,768
11 Jul 13,midwest,charles,desktops,2,746,1492
11 Jul 13,west,lyn,laptops,1,810,810
11 Jul 13,mountain,frederic,laptops,1,772,772
11 Jul 13,midwest,john,tablets,10,492,4920
11 Jul 13,west,roger,laptops,1,610,610
11 Jul 13,west,kevin,laptops,4,345,1380
11 Jul 13,east,jackie,desktops,10,214,2140
11 Jul 13,east,dan,tablets,2,968,1936
11 Jul 13,east,allie,tablets,1,390,390
11 Jul 13,south,sue,tablets,1,735,735
11 Jul 13,south,harry,desktops,2,424,848
11 Jul 13,mountain,claire,software,1,329,329
11 Jul 13,south,fred,desktops,1,462,462
11 Jul 13,midwest,charles,desktops,2,243,486
11 Jul 13,west,lyn,software,10,234,2340
11 Jul 13,east,dan,tablets,2,28,56
11 Jul 13,east,allie,tablets,1,228,228
11 Jul 13,west,roger,tablets,1,517,517
11 Jul 13,south,debs,tablets,1,870,870
11 Jul 13,west,jack,laptops,10,829,8290
12 Jul 13,south,fred,desktops,1,341,341
12 Jul 13,mountain,frederic,tablets,1,707,707
12 Jul 13,east,jackie,tablets,1,546,546
12 Jul 13,south,fred,laptops,1,540,540
12 Jul 13,east,joe,tablets,2,152,304
12 Jul 13,east,kate,laptops,1,691,691
12 Jul 13,south,fred,tablets,4,915,3660
12 Jul 13,midwest,sam,software,2,486,972
12 Jul 13,east,dan,tablets,1,199,199
12 Jul 13,midwest,bob,tablets,4,874,3496
12 Jul 13,south,harry,tablets,1,989,989
12 Jul 13,west,kevin,servers,10,2239,22390
12 Jul 13,south,harry,laptops,1,312,312
12 Jul 13,midwest,bill,software,1,134,134
12 Jul 13,midwest,charles,tablets,1,415,415
12 Jul 13,west,roger,laptops,1,693,693
12 Jul 13,midwest,john,tablets,1,84,84
12 Jul 13,west,kevin,desktops,1,673,673
12 Jul 13,west,jack,software,2,298,596
12 Jul 13,west,roger,laptops,1,612,612
12 Jul 13,east,allie,tablets,1,398,398
12 Jul 13,midwest,john,tablets,1,970,970
12 Jul 13,west,lyn,tablets,1,651,651
13 Jul 13,midwest,john,software,2,186,372
13 Jul 13,south,jim,laptops,1,666,666
13 Jul 13,west,roger,servers,10,2199,21990
13 Jul 13,west,roger,laptops,1,978,978
13 Jul 13,east,jackie,tablets,2,592,1184
13 Jul 13,west,rachel,software,1,245,245
13 Jul 13,west,rachel,laptops,1,768,768
13 Jul 13,west,mandy,laptops,2,877,1754
13 Jul 13,south,harry,tablets,1,483,483
13 Jul 13,west,mandy,tablets,1,687,687
13 Jul 13,midwest,sam,laptops,1,952,952
13 Jul 13,east,dan,tablets,2,196,392
13 Jul 13,west,lyn,laptops,2,880,1760
13 Jul 13,midwest,charles,desktops,1,357,357
13 Jul 13,mountain,james,tablets,1,611,611
13 Jul 13,west,rachel,software,2,491,982
13 Jul 13,east,kate,desktops,1,447,447
13 Jul 13,mountain,james,desktops,1,718,718
13 Jul 13,midwest,charles,tablets,1,458,458
13 Jul 13,west,jack,tablets,2,395,790
13 Jul 13,midwest,john,laptops,1,543,543
13 Jul 13,south,jim,tablets,1,73,73
13 Jul 13,east,andy,desktops,1,388,388
14 Jul 13,mountain,claire,software,1,389,389
14 Jul 13,west,mandy,servers,1,1846,1846
14 Jul 13,south,harry,laptops,1,538,538
14 Jul 13,west,rachel,tablets,1,956,956
14 Jul 13,east,kate,tablets,1,699,699
14 Jul 13,midwest,john,desktops,10,433,4330
14 Jul 13,south,debs,tablets,10,292,2920
14 Jul 13,west,mandy,desktops,10,763,7630
14 Jul 13,south,sue,desktops,1,467,467
14 Jul 13,west,lyn,laptops,1,387,387
14 Jul 13,south,harry,servers,2,2368,4736
14 Jul 13,south,sue,laptops,2,490,980
14 Jul 13,midwest,bill,tablets,2,768,1536
14 Jul 13,mountain,james,software,1,370,370
14 Jul 13,south,fred,laptops,10,316,3160
14 Jul 13,west,lyn,tablets,1,834,834
14 Jul 13,east,jackie,laptops,1,672,672
14 Jul 13,west,roger,servers,1,2282,2282
14 Jul 13,east,jackie,laptops,2,654,1308
14 Jul 13,west,mandy,software,1,455,455
14 Jul 13,midwest,bob,servers,1,1806,1806
14 Jul 13,mountain,james,servers,2,1551,3102
14 Jul 13,west,jack,software,1,164,164
15 Jul 13,south,fred,tablets,2,294,588
15 Jul 13,south,sue,tablets,1,856,856
15 Jul 13,east,joe,software,2,270,540
15 Jul 13,midwest,sam,desktops,10,565,5650
15 Jul 13,west,kevin,desktops,2,575,1150
15 Jul 13,mountain,claire,laptops,2,341,682
15 Jul 13,midwest,bob,laptops,4,920,3680
15 Jul 13,midwest,charles,software,2,225,450
15 Jul 13,east,dan,desktops,10,712,7120
15 Jul 13,west,mandy,desktops,1,719,719
15 Jul 13,east,kate,software,2,362,724
15 Jul 13,east,andy,laptops,4,884,3536
15 Jul 13,west,rachel,desktops,2,369,738
15 Jul 13,mountain,frederic,tablets,2,794,1588
15 Jul 13,east,andy,tablets,1,559,559
15 Jul 13,west,lyn,servers,1,2730,2730
15 Jul 13,east,kate,tablets,1,204,204
15 Jul 13,midwest,sam,tablets,10,251,2510
15 Jul 13,west,lyn,tablets,1,966,966
15 Jul 13,west,lyn,tablets,1,127,127
15 Jul 13,midwest,sam,tablets,1,784,784
15 Jul 13,midwest,charles,laptops,2,641,1282
15 Jul 13,mountain,james,laptops,10,693,6930
16 Jul 13,west,kevin,software,1,231,231
16 Jul 13,south,jim,laptops,1,890,890
16 Jul 13,east,kate,tablets,1,279,279
16 Jul 13,midwest,sam,tablets,1,275,275
16 Jul 13,west,mandy,laptops,2,502,1004
16 Jul 13,west,mandy,laptops,4,954,3816
16 Jul 13,west,roger,desktops,1,458,458
16 Jul 13,midwest,sam,desktops,1,389,389
16 Jul 13,west,kevin,software,1,288,288
16 Jul 13,west,lyn,laptops,1,828,828
16 Jul 13,south,fred,laptops,1,840,840
16 Jul 13,south,harry,software,1,397,397
16 Jul 13,west,lyn,tablets,1,75,75
16 Jul 13,midwest,sam,tablets,1,271,271
16 Jul 13,midwest,charles,desktops,2,585,1170
16 Jul 13,west,kevin,tablets,4,293,1172
16 Jul 13,west,roger,servers,2,2984,5968
16 Jul 13,east,joe,servers,1,1219,1219
16 Jul 13,east,andy,tablets,10,668,6680
16 Jul 13,midwest,charles,desktops,2,437,874
16 Jul 13,midwest,john,tablets,1,815,815
16 Jul 13,west,roger,laptops,1,433,433
16 Jul 13,mountain,frederic,laptops,1,812,812
17 Jul 13,east,andy,laptops,1,898,898
17 Jul 13,west,kevin,tablets,4,451,1804
17 Jul 13,midwest,bob,tablets,10,455,4550
17 Jul 13,east,dan,software,1,332,332
17 Jul 13,east,joe,laptops,10,353,3530
17 Jul 13,west,roger,servers,10,1092,10920
17 Jul 13,east,dan,software,1,259,259
17 Jul 13,midwest,bob,tablets,10,899,8990
17 Jul 13,east,jackie,software,1,297,297
17 Jul 13,east,dan,servers,1,2659,2659
17 Jul 13,west,jack,desktops,10,285,2850
17 Jul 13,west,mandy,laptops,2,374,748
17 Jul 13,west,jack,laptops,1,978,978
17 Jul 13,midwest,charles,tablets,1,766,766
17 Jul 13,east,allie,tablets,10,375,3750
17 Jul 13,midwest,charles,desktops,1,541,541
17 Jul 13,east,joe,desktops,1,395,395
17 Jul 13,south,debs,tablets,1,973,973
17 Jul 13,west,mandy,software,1,404,404
17 Jul 13,west,mandy,laptops,1,930,930
17 Jul 13,west,roger,laptops,2,872,1744
17 Jul 13,east,dan,desktops,2,341,682
17 Jul 13,east,joe,tablets,1,763,763
18 Jul 13,south,sue,software,4,454,1816
18 Jul 13,midwest,sam,laptops,2,307,614
18 Jul 13,west,mandy,tablets,1,409,409
18 Jul 13,east,joe,tablets,1,388,388
18 Jul 13,west,kevin,desktops,1,546,546
18 Jul 13,east,andy,tablets,1,622,622
18 Jul 13,east,dan,software,1,436,436
18 Jul 13,east,kate,tablets,2,120,240
18 Jul 13,west,rachel,tablets,1,100,100
18 Jul 13,west,kevin,tablets,1,465,465
18 Jul 13,east,dan,desktops,2,719,1438
18 Jul 13,east,joe,servers,10,1154,11540
18 Jul 13,east,dan,laptops,1,628,628
18 Jul 13,west,lyn,tablets,1,770,770
18 Jul 13,mountain,claire,software,1,394,394
18 Jul 13,west,kevin,software,1,102,102
18 Jul 13,mountain,frederic,desktops,1,323,323
18 Jul 13,east,dan,tablets,1,958,958
18 Jul 13,west,jack,tablets,1,263,263
18 Jul 13,east,kate,laptops,1,419,419
18 Jul 13,midwest,john,laptops,2,495,990
18 Jul 13,midwest,bob,tablets,4,576,2304
18 Jul 13,east,jackie,software,1,355,355
19 Jul 13,west,jack,tablets,4,24,96
19 Jul 13,midwest,john,laptops,10,396,3960
19 Jul 13,west,lyn,software,10,302,3020
19 Jul 13,midwest,bob,software,1,399,399
19 Jul 13,west,lyn,tablets,1,664,664
19 Jul 13,mountain,james,desktops,1,609,609
19 Jul 13,midwest,john,desktops,1,219,219
19 Jul 13,south,debs,tablets,10,331,3310
19 Jul 13,west,roger,tablets,2,824,1648
19 Jul 13,east,jackie,software,4,381,1524
19 Jul 13,midwest,bob,servers,1,1067,1067
19 Jul 13,west,mandy,tablets,1,168,168
19 Jul 13,east,andy,desktops,4,442,1768
19 Jul 13,west,jack,laptops,10,860,8600
19 Jul 13,east,andy,software,1,312,312
